          time,          i_l1,           i_r,          i_vs,            v1,            v2,          v_l1,            vr,            vs
  2.300000e-02,      1.240390,      1.240390,      1.240390,      5.877853,     -0.324100,     -0.324100,      6.201952,      5.620834
  2.310000e-02,      1.237702,      1.237702,      1.237702,      5.620834,     -0.567675,     -0.567675,      6.188509,      5.358268
  2.320000e-02,      1.233724,      1.233724,      1.233724,      5.358268,     -0.810351,     -0.810351,      6.168618,      5.090414
  2.330000e-02,      1.228459,      1.228459,      1.228459,      5.090414,     -1.051883,     -1.051883,      6.142297,      4.817537
  2.340000e-02,      1.222224,      1.222224,      1.222224,      4.817537,     -1.293581,     -1.293581,      6.111118,      4.539905
  2.350000e-02,      1.214853,      1.214853,      1.214853,      4.539905,     -1.534359,     -1.534359,      6.074264,      4.257793
  2.360000e-02,      1.206208,      1.206208,      1.206208,      4.257793,     -1.773245,     -1.773245,      6.031038,      3.971479
  2.370000e-02,      1.196165,      1.196165,      1.196165,      3.971479,     -2.009344,     -2.009344,      5.980823,      3.681246
  2.380000e-02,      1.185005,      1.185005,      1.185005,      3.681246,     -2.243780,     -2.243780,      5.925025,      3.387379
  2.390000e-02,      1.172824,      1.172824,      1.172824,      3.387379,     -2.476739,     -2.476739,      5.864118,      3.090170
  2.400000e-02,      1.159208,      1.159208,      1.159208,      3.090170,     -2.705868,     -2.705868,      5.796038,      2.789911
  2.410000e-02,      1.144769,      1.144769,      1.144769,      2.789911,     -2.933934,     -2.933934,      5.723845,      2.486899
  2.420000e-02,      1.129031,      1.129031,      1.129031,      2.486899,     -3.158256,     -3.158256,      5.645155,      2.181432
  2.430000e-02,      1.112139,      1.112139,      1.112139,      2.181432,     -3.379263,     -3.379263,      5.560695,      1.873813
  2.440000e-02,      1.094114,      1.094114,      1.094114,      1.873813,     -3.596755,     -3.596755,      5.470568,      1.564345
  2.450000e-02,      1.074973,      1.074973,      1.074973,      1.564345,     -3.810520,     -3.810520,      5.374865,      1.253332
  2.460000e-02,      1.054736,      1.054736,      1.054736,      1.253332,     -4.020350,     -4.020350,      5.273682,      0.941083
  2.470000e-02,      1.033425,      1.033425,      1.033425,      0.941083,     -4.226040,     -4.226040,      5.167123,      0.627905
  2.480000e-02,      1.011059,      1.011059,      1.011059,      0.627905,     -4.427392,     -4.427392,      5.055297,      0.314108
  2.490000e-02,      0.988160,      0.988160,      0.988160,      0.314108,     -4.626691,     -4.626691,      4.940798,      0.000000
  2.500000e-02,      0.964245,      0.964245,      0.964245,      0.000000,     -4.821227,     -4.821227,      4.821227,     -0.314108
  2.510000e-02,      0.939337,      0.939337,      0.939337,     -0.314108,     -5.010790,     -5.010790,      4.696683,     -0.627905
  2.520000e-02,      0.913459,      0.913459,      0.913459,     -0.627905,     -5.195200,     -5.195200,      4.567295,     -0.941083
  2.530000e-02,      0.886639,      0.886639,      0.886639,     -0.941083,     -5.374279,     -5.374279,      4.433196,     -1.253332
  2.540000e-02,      0.858905,      0.858905,      0.858905,     -1.253332,     -5.547858,     -5.547858,      4.294526,     -1.564345
  2.550000e-02,      0.830285,      0.830285,      0.830285,     -1.564345,     -5.715770,     -5.715770,      4.151426,     -1.873813
  2.560000e-02,      0.800809,      0.800809,      0.800809,     -1.873813,     -5.877857,     -5.877857,      4.004044,     -2.181432
  2.570000e-02,      0.770507,      0.770507,      0.770507,     -2.181432,     -6.033965,     -6.033965,      3.852533,     -2.486899
  2.580000e-02,      0.739410,      0.739410,      0.739410,     -2.486899,     -6.183947,     -6.183947,      3.697048,     -2.789911
  2.590000e-02,      0.707550,      0.707550,      0.707550,     -2.789911,     -6.327660,     -6.327660,      3.537749,     -3.090170
  2.600000e-02,      0.674960,      0.674960,      0.674960,     -3.090170,     -6.464972,     -6.464972,      3.374802,     -3.387379
  2.610000e-02,      0.641675,      0.641675,      0.641675,     -3.387379,     -6.595753,     -6.595753,      3.208374,     -3.681246
  2.620000e-02,      0.607727,      0.607727,      0.607727,     -3.681246,     -6.719882,     -6.719882,      3.038636,     -3.971479
  2.630000e-02,      0.573610,      0.573610,      0.573610,     -3.971479,     -6.839528,     -6.839528,      2.868049,     -4.257793
  2.640000e-02,      0.538890,      0.538890,      0.538890,     -4.257793,     -6.952244,     -6.952244,      2.694451,     -4.539905
  2.650000e-02,      0.503241,      0.503241,      0.503241,     -4.539905,     -7.056108,     -7.056108,      2.516203,     -4.817537
  2.660000e-02,      0.467082,      0.467082,      0.467082,     -4.817537,     -7.152946,     -7.152946,      2.335409,     -5.090414
  2.670000e-02,      0.430452,      0.430452,      0.430452,     -5.090414,     -7.242672,     -7.242672,      2.152258,     -5.358268
  2.680000e-02,      0.393698,      0.393698,      0.393698,     -5.358268,     -7.326759,     -7.326759,      1.968491,     -5.620834
  2.690000e-02,      0.356278,      0.356278,      0.356278,     -5.620834,     -7.402222,     -7.402222,      1.781388,     -5.877853
  2.700000e-02,      0.318769,      0.318769,      0.318769,     -5.877853,     -7.471698,     -7.471698,      1.593845,     -6.129071
  2.710000e-02,      0.280825,      0.280825,      0.280825,     -6.129071,     -7.533195,     -7.533195,      1.404124,     -6.374240
  2.720000e-02,      0.242489,      0.242489,      0.242489,     -6.374240,     -7.586685,     -7.586685,      1.212445,     -6.613119
  2.730000e-02,      0.204159,      0.204159,      0.204159,     -6.613119,     -7.633911,     -7.633911,      1.020793,     -6.845471
  2.740000e-02,      0.165514,      0.165514,      0.165514,     -6.845471,     -7.673040,     -7.673040,      0.827568,     -7.071068
  2.750000e-02,      0.126599,      0.126599,      0.126599,     -7.071068,     -7.704062,     -7.704062,      0.632994,     -7.289686
  2.760000e-02,      0.087783,      0.087783,      0.087783,     -7.289686,     -7.728599,     -7.728599,      0.438913,     -7.501111
  2.770000e-02,      0.048776,      0.048776,      0.048776,     -7.501111,     -7.744991,     -7.744991,      0.243880,     -7.705132
  2.780000e-02,      0.009624,      0.009624,      0.009624,     -7.705132,     -7.753250,     -7.753250,      0.048118,     -7.901550
  2.790000e-02,     -0.029338,     -0.029338,     -0.029338,     -7.901550,     -7.754859,     -7.754859,     -0.146692,     -8.090170
  2.800000e-02,     -0.068364,     -0.068364,     -0.068364,     -8.090170,     -7.748348,     -7.748348,     -0.341822,     -8.270806
  2.810000e-02,     -0.107411,     -0.107411,     -0.107411,     -8.270806,     -7.733751,     -7.733751,     -0.537055,     -8.443279
  2.820000e-02,     -0.146177,     -0.146177,     -0.146177,     -8.443279,     -7.712396,     -7.712396,     -0.730883,     -8.607420
  2.830000e-02,     -0.184880,     -0.184880,     -0.184880,     -8.607420,     -7.683021,     -7.683021,     -0.924399,     -8.763067
  2.840000e-02,     -0.223499,     -0.223499,     -0.223499,     -8.763067,     -7.645572,     -7.645572,     -1.117495,     -8.910065
  2.850000e-02,     -0.261831,     -0.261831,     -0.261831,     -8.910065,     -7.600909,     -7.600909,     -1.309156,     -9.048271
  2.860000e-02,     -0.299958,     -0.299958,     -0.299958,     -9.048271,     -7.548478,     -7.548478,     -1.499792,     -9.177546
  2.870000e-02,     -0.337708,     -0.337708,     -0.337708,     -9.177546,     -7.489006,     -7.489006,     -1.688541,     -9.297765
  2.880000e-02,     -0.375171,     -0.375171,     -0.375171,     -9.297765,     -7.421911,     -7.421911,     -1.875854,     -9.408808
  2.890000e-02,     -0.412148,     -0.412148,     -0.412148,     -9.408808,     -7.348066,     -7.348066,     -2.060742,     -9.510565
  2.900000e-02,     -0.448878,     -0.448878,     -0.448878,     -9.510565,     -7.266174,     -7.266174,     -2.244391,     -9.602937
  2.910000e-02,     -0.485137,     -0.485137,     -0.485137,     -9.602937,     -7.177254,     -7.177254,     -2.425683,     -9.685832
  2.920000e-02,     -0.520935,     -0.520935,     -0.520935,     -9.685832,     -7.081157,     -7.081157,     -2.604674,     -9.759168
  2.930000e-02,     -0.556182,     -0.556182,     -0.556182,     -9.759168,     -6.978258,     -6.978258,     -2.780910,     -9.822873
  2.940000e-02,     -0.590903,     -0.590903,     -0.590903,     -9.822873,     -6.868358,     -6.868358,     -2.954515,     -9.876883
  2.950000e-02,     -0.625056,     -0.625056,     -0.625056,     -9.876883,     -6.751602,     -6.751602,     -3.125281,     -9.921147
  2.960000e-02,     -0.658532,     -0.658532,     -0.658532,     -9.921147,     -6.628488,     -6.628488,     -3.292659,     -9.955620
  2.970000e-02,     -0.691380,     -0.691380,     -0.691380,     -9.955620,     -6.498721,     -6.498721,     -3.456899,     -9.980267
  2.980000e-02,     -0.723554,     -0.723554,     -0.723554,     -9.980267,     -6.362500,     -6.362500,     -3.617768,     -9.995066
  2.990000e-02,     -0.755022,     -0.755022,     -0.755022,     -9.995066,     -6.219957,     -6.219957,     -3.775109,    -10.000000
  3.000000e-02,     -0.785731,     -0.785731,     -0.785731,    -10.000000,     -6.071343,     -6.071343,     -3.928657,     -9.995066
  3.010000e-02,     -0.815659,     -0.815659,     -0.815659,     -9.995066,     -5.916769,     -5.916769,     -4.078297,     -9.980267
  3.020000e-02,     -0.844778,     -0.844778,     -0.844778,     -9.980267,     -5.756377,     -5.756377,     -4.223890,     -9.955620
  3.030000e-02,     -0.873092,     -0.873092,     -0.873092,     -9.955620,     -5.590159,     -5.590159,     -4.365460,     -9.921147
  3.040000e-02,     -0.900496,     -0.900496,     -0.900496,     -9.921147,     -5.418668,     -5.418668,     -4.502479,     -9.876883
  3.050000e-02,     -0.927040,     -0.927040,     -0.927040,     -9.876883,     -5.241685,     -5.241685,     -4.635198,     -9.822873
  3.060000e-02,     -0.952689,     -0.952689,     -0.952689,     -9.822873,     -5.059426,     -5.059426,     -4.763446,     -9.759168
  3.070000e-02,     -0.977409,     -0.977409,     -0.977409,     -9.759168,     -4.872121,     -4.872121,     -4.887047,     -9.685832
  3.080000e-02,     -1.001178,     -1.001178,     -1.001178,     -9.685832,     -4.679944,     -4.679944,     -5.005888,     -9.602937
  3.090000e-02,     -1.023840,     -1.023840,     -1.023840,     -9.602937,     -4.483739,     -4.483739,     -5.119198,     -9.510565
  3.100000e-02,     -1.045491,     -1.045491,     -1.045491,     -9.510565,     -4.283109,     -4.283109,     -5.227456,     -9.408808
  3.110000e-02,     -1.066162,     -1.066162,     -1.066162,     -9.408808,     -4.077999,     -4.077999,     -5.330808,     -9.297765
  3.120000e-02,     -1.085773,     -1.085773,     -1.085773,     -9.297765,     -3.868898,     -3.868898,     -5.428867,     -9.177546
  3.130000e-02,     -1.104365,     -1.104365,     -1.104365,     -9.177546,     -3.655721,     -3.655721,     -5.521826,     -9.048271
  3.140000e-02,     -1.121858,     -1.121858,     -1.121858,     -9.048271,     -3.438981,     -3.438981,     -5.609290,     -8.910065
  3.150000e-02,     -1.138227,     -1.138227,     -1.138227,     -8.910065,     -3.218931,     -3.218931,     -5.691135,     -8.763067
  3.160000e-02,     -1.153524,     -1.153524,     -1.153524,     -8.763067,     -2.995444,     -2.995444,     -5.767622,     -8.607420
  3.170000e-02,     -1.167685,     -1.167685,     -1.167685,     -8.607420,     -2.768993,     -2.768993,     -5.838427,     -8.443279
  3.180000e-02,     -1.180663,     -1.180663,     -1.180663,     -8.443279,     -2.539963,     -2.539963,     -5.903316,     -8.270806
  3.190000e-02,     -1.192371,     -1.192371,     -1.192371,     -8.270806,     -2.308952,     -2.308952,     -5.961853,     -8.090170
  3.200000e-02,     -1.203051,     -1.203051,     -1.203051,     -8.090170,     -2.074915,     -2.074915,     -6.015255,     -7.901550
  3.210000e-02,     -1.212703,     -1.212703,     -1.212703,     -7.901550,     -1.838037,     -1.838037,     -6.063513,     -7.705132
  3.220000e-02,     -1.220939,     -1.220939,     -1.220939,     -7.705132,     -1.600435,     -1.600435,     -6.104697,     -7.501111
  3.230000e-02,     -1.227849,     -1.227849,     -1.227849,     -7.501111,     -1.361867,     -1.361867,     -6.139243,     -7.289686
  3.240000e-02,     -1.233817,     -1.233817,     -1.233817,     -7.289686,     -1.120601,     -1.120601,     -6.169085,     -7.071068
  3.250000e-02,     -1.238391,     -1.238391,     -1.238391,     -7.071068,     -0.879114,     -0.879114,     -6.191954,     -6.845471
  3.260000e-02,     -1.241855,     -1.241855,     -1.241855,     -6.845471,     -0.636195,     -0.636195,     -6.209276,     -6.613119
  3.270000e-02,     -1.244026,     -1.244026,     -1.244026,     -6.613119,     -0.392989,     -0.392989,     -6.220130,     -6.374240
  3.280000e-02,     -1.244898,     -1.244898,     -1.244898,     -6.374240,     -0.149749,     -0.149749,     -6.224490,     -6.129071
  3.290000e-02,     -1.244469,     -1.244469,     -1.244469,     -6.129071,      0.093275,      0.093275,     -6.222345,     -5.877853
  3.300000e-02,     -1.243454,     -1.243454,     -1.243454,     -5.877853,      0.339420,      0.339420,     -6.217272,     -5.620834
  3.310000e-02,     -1.240913,     -1.240913,     -1.240913,     -5.620834,      0.583731,      0.583731,     -6.204564,     -5.358268
  3.320000e-02,     -1.236844,     -1.236844,     -1.236844,     -5.358268,      0.825951,      0.825951,     -6.184219,     -5.090414
  3.330000e-02,     -1.231740,     -1.231740,     -1.231740,     -5.090414,      1.068284,      1.068284,     -6.158698,     -4.817537
  3.340000e-02,     -1.225610,     -1.225610,     -1.225610,     -4.817537,      1.310513,      1.310513,     -6.128050,     -4.539905
  3.350000e-02,     -1.218205,     -1.218205,     -1.218205,     -4.539905,      1.551120,      1.551120,     -6.091025,     -4.257793
  3.360000e-02,     -1.209637,     -1.209637,     -1.209637,     -4.257793,      1.790391,      1.790391,     -6.048184,     -3.971479
  3.370000e-02,     -1.199668,     -1.199668,     -1.199668,     -3.971479,      2.026862,      2.026862,     -5.998341,     -3.681246
  3.380000e-02,     -1.188588,     -1.188588,     -1.188588,     -3.681246,      2.261696,      2.261696,     -5.942941,     -3.387379
  3.390000e-02,     -1.176090,     -1.176090,     -1.176090,     -3.387379,      2.493071,      2.493071,     -5.880450,     -3.090170
  3.400000e-02,     -1.162356,     -1.162356,     -1.162356,     -3.090170,      2.721609,      2.721609,     -5.811779,     -2.789911
  3.410000e-02,     -1.147464,     -1.147464,     -1.147464,     -2.789911,      2.947409,      2.947409,     -5.737320,     -2.486899
  3.420000e-02,     -1.131591,     -1.131591,     -1.131591,     -2.486899,      3.171057,      3.171057,     -5.657956,     -2.181432
  3.430000e-02,     -1.114752,     -1.114752,     -1.114752,     -2.181432,      3.392327,      3.392327,     -5.573759,     -1.873813
  3.440000e-02,     -1.096962,     -1.096962,     -1.096962,     -1.873813,      3.610998,      3.610998,     -5.484811,     -1.564345
  3.450000e-02,     -1.077671,     -1.077671,     -1.077671,     -1.564345,      3.824010,      3.824010,     -5.388354,     -1.253332
  3.460000e-02,     -1.057429,     -1.057429,     -1.057429,     -1.253332,      4.033811,      4.033811,     -5.287144,     -0.941083
  3.470000e-02,     -1.036370,     -1.036370,     -1.036370,     -0.941083,      4.240769,      4.240769,     -5.181852,     -0.627905
  3.480000e-02,     -1.013914,     -1.013914,     -1.013914,     -0.627905,      4.441665,      4.441665,     -5.069571,     -0.314108
  3.490000e-02,     -0.990617,     -0.990617,     -0.990617,     -0.314108,      4.638978,      4.638978,     -4.953085,     -0.000000
  3.500000e-02,     -0.966500,     -0.966500,     -0.966500,     -0.000000,      4.832498,      4.832498,     -4.832498,      0.314108
  3.510000e-02,     -0.941159,     -0.941159,     -0.941159,      0.314108,      5.019905,      5.019905,     -4.705797,      0.627905
  3.520000e-02,     -0.915050,     -0.915050,     -0.915050,      0.627905,      5.203154,      5.203154,     -4.575248,      0.941083
  3.530000e-02,     -0.888193,     -0.888193,     -0.888193,      0.941083,      5.382046,      5.382046,     -4.440963,      1.253332
  3.540000e-02,     -0.860190,     -0.860190,     -0.860190,      1.253332,      5.554283,      5.554283,     -4.300951,      1.564345
  3.550000e-02,     -0.831496,     -0.831496,     -0.831496,      1.564345,      5.721822,      5.721822,     -4.157478,      1.873813
  3.560000e-02,     -0.802133,     -0.802133,     -0.802133,      1.873813,      5.884480,      5.884480,     -4.010667,      2.181432
  3.570000e-02,     -0.771713,     -0.771713,     -0.771713,      2.181432,      6.039998,      6.039998,     -3.858565,      2.486899
  3.580000e-02,     -0.740684,     -0.740684,     -0.740684,      2.486899,      6.190321,      6.190321,     -3.703422,      2.789911
  3.590000e-02,     -0.708666,     -0.708666,     -0.708666,      2.789911,      6.333241,      6.333241,     -3.543330,      3.090170
  3.600000e-02,     -0.676103,     -0.676103,     -0.676103,      3.090170,      6.470684,      6.470684,     -3.380514,      3.387379
  3.610000e-02,     -0.643021,     -0.643021,     -0.643021,      3.387379,      6.602483,      6.602483,     -3.215104,      3.681246
  3.620000e-02,     -0.609051,     -0.609051,     -0.609051,      3.681246,      6.726502,      6.726502,     -3.045256,      3.971479
  3.630000e-02,     -0.574629,     -0.574629,     -0.574629,      3.971479,      6.844622,      6.844622,     -2.873144,      4.257793
  3.640000e-02,     -0.539781,     -0.539781,     -0.539781,      4.257793,      6.956698,      6.956698,     -2.698905,      4.539905
  3.650000e-02,     -0.504156,     -0.504156,     -0.504156,      4.539905,      7.060685,      7.060685,     -2.520780,      4.817537
  3.660000e-02,     -0.468174,     -0.468174,     -0.468174,      4.817537,      7.158406,      7.158406,     -2.340870,      5.090414
  3.670000e-02,     -0.431864,     -0.431864,     -0.431864,      5.090414,      7.249734,      7.249734,     -2.159319,      5.358268
  3.680000e-02,     -0.394893,     -0.394893,     -0.394893,      5.358268,      7.332735,      7.332735,     -1.974467,      5.620834
  3.690000e-02,     -0.357665,     -0.357665,     -0.357665,      5.620834,      7.409160,      7.409160,     -1.788326,      5.877853
  3.700000e-02,     -0.319864,     -0.319864,     -0.319864,      5.877853,      7.477171,      7.477171,     -1.599318,      6.129071
  3.710000e-02,     -0.281877,     -0.281877,     -0.281877,      6.129071,      7.538456,      7.538456,     -1.409386,      6.374240
  3.720000e-02,     -0.243735,     -0.243735,     -0.243735,      6.374240,      7.592916,      7.592916,     -1.218676,      6.613119
  3.730000e-02,     -0.205146,     -0.205146,     -0.205146,      6.613119,      7.638848,      7.638848,     -1.025729,      6.845471
  3.740000e-02,     -0.166474,     -0.166474,     -0.166474,      6.845471,      7.677840,      7.677840,     -0.832369,      7.071068
  3.750000e-02,     -0.127749,     -0.127749,     -0.127749,      7.071068,      7.709813,      7.709813,     -0.638745,      7.289686
  3.760000e-02,     -0.088707,     -0.088707,     -0.088707,      7.289686,      7.733220,      7.733220,     -0.443534,      7.501111
  3.770000e-02,     -0.049685,     -0.049685,     -0.049685,      7.501111,      7.749535,      7.749535,     -0.248424,      7.705132
  3.780000e-02,     -0.010714,     -0.010714,     -0.010714,      7.705132,      7.758700,      7.758700,     -0.053568,      7.901550
  3.790000e-02,      0.028442,      0.028442,      0.028442,      7.901550,      7.759338,      7.759338,      0.142212,      8.090170
  3.800000e-02,      0.067475,      0.067475,      0.067475,      8.090170,      7.752795,      7.752795,      0.337375,      8.270806
  3.810000e-02,      0.106597,      0.106597,      0.106597,      8.270806,      7.737821,      7.737821,      0.532984,      8.443279
  3.820000e-02,      0.145521,      0.145521,      0.145521,      8.443279,      7.715672,      7.715672,      0.727607,      8.607420
  3.830000e-02,      0.184220,      0.184220,      0.184220,      8.607420,      7.686321,      7.686321,      0.921100,      8.763067
  3.840000e-02,      0.222891,      0.222891,      0.222891,      8.763067,      7.648611,      7.648611,      1.114456,      8.910065
  3.850000e-02,      0.261341,      0.261341,      0.261341,      8.910065,      7.603361,      7.603361,      1.306705,      9.048271
  3.860000e-02,      0.299531,      0.299531,      0.299531,      9.048271,      7.550618,      7.550618,      1.497653,      9.177546
  3.870000e-02,      0.337422,      0.337422,      0.337422,      9.177546,      7.490438,      7.490438,      1.687109,      9.297765
  3.880000e-02,      0.374977,      0.374977,      0.374977,      9.297765,      7.422882,      7.422882,      1.874883,      9.408808
  3.890000e-02,      0.412157,      0.412157,      0.412157,      9.408808,      7.348020,      7.348020,      2.060787,      9.510565
  3.900000e-02,      0.448729,      0.448729,      0.448729,      9.510565,      7.266919,      7.266919,      2.243646,      9.602937
  3.910000e-02,      0.484965,      0.484965,      0.484965,      9.602937,      7.178110,      7.178110,      2.424827,      9.685832
  3.920000e-02,      0.520629,      0.520629,      0.520629,      9.685832,      7.082684,      7.082684,      2.603147,      9.759168
  3.930000e-02,      0.555857,      0.555857,      0.555857,      9.759168,      6.979884,      6.979884,      2.779284,      9.822873
  3.940000e-02,      0.590558,      0.590558,      0.590558,      9.822873,      6.870085,      6.870085,      2.952788,      9.876883
  3.950000e-02,      0.624684,      0.624684,      0.624684,      9.876883,      6.753464,      6.753464,      3.123419,      9.921147
  3.960000e-02,      0.658199,      0.658199,      0.658199,      9.921147,      6.630154,      6.630154,      3.290993,      9.955620
  3.970000e-02,      0.691082,      0.691082,      0.691082,      9.955620,      6.500209,      6.500209,      3.455410,      9.980267
  3.980000e-02,      0.723253,      0.723253,      0.723253,      9.980267,      6.364004,      6.364004,      3.616263,      9.995066
  3.990000e-02,      0.754722,      0.754722,      0.754722,      9.995066,      6.221454,      6.221454,      3.773611,     10.000000
  4.000000e-02,      0.785442,      0.785442,      0.785442,     10.000000,      6.072792,      6.072792,      3.927208,      9.995066
  4.010000e-02,      0.815372,      0.815372,      0.815372,      9.995066,      5.918205,      5.918205,      4.076861,      9.980267
  4.020000e-02,      0.844513,      0.844513,      0.844513,      9.980267,      5.757703,      5.757703,      4.222564,      9.955620
  4.030000e-02,      0.872819,      0.872819,      0.872819,      9.955620,      5.591526,      5.591526,      4.364094,      9.921147
  4.040000e-02,      0.900208,      0.900208,      0.900208,      9.921147,      5.420109,      5.420109,      4.501038,      9.876883
  4.050000e-02,      0.926750,      0.926750,      0.926750,      9.876883,      5.243134,      5.243134,      4.633749,      9.822873
  4.060000e-02,      0.952387,      0.952387,      0.952387,      9.822873,      5.060938,      5.060938,      4.761934,      9.759168
  4.070000e-02,      0.977091,      0.977091,      0.977091,      9.759168,      4.873713,      4.873713,      4.885455,      9.685832
  4.080000e-02,      1.000840,      1.000840,      1.000840,      9.685832,      4.681632,      4.681632,      5.004199,      9.602937
  4.090000e-02,      1.023594,      1.023594,      1.023594,      9.602937,      4.484968,      4.484968,      5.117969,      9.510565
  4.100000e-02,      1.045325,      1.045325,      1.045325,      9.510565,      4.283940,      4.283940,      5.226625,      9.408808
  4.110000e-02,      1.066090,      1.066090,      1.066090,      9.408808,      4.078360,      4.078360,      5.330448,      9.297765
  4.120000e-02,      1.085801,      1.085801,      1.085801,      9.297765,      3.868760,      3.868760,      5.429005,      9.177546
  4.130000e-02,      1.104331,      1.104331,      1.104331,      9.177546,      3.655890,      3.655890,      5.521656,      9.048271
  4.140000e-02,      1.121772,      1.121772,      1.121772,      9.048271,      3.439408,      3.439408,      5.608862,      8.910065
  4.150000e-02,      1.138078,      1.138078,      1.138078,      8.910065,      3.219677,      3.219677,      5.690388,      8.763067
  4.160000e-02,      1.153322,      1.153322,      1.153322,      8.763067,      2.996456,      2.996456,      5.766610,      8.607420
  4.170000e-02,      1.167421,      1.167421,      1.167421,      8.607420,      2.770317,      2.770317,      5.837104,      8.443279
  4.180000e-02,      1.180342,      1.180342,      1.180342,      8.443279,      2.541572,      2.541572,      5.901708,      8.270806
  4.190000e-02,      1.192357,      1.192357,      1.192357,      8.270806,      2.309019,      2.309019,      5.961787,      8.090170
  4.200000e-02,      1.202888,      1.202888,      1.202888,      8.090170,      2.075731,      2.075731,      6.014439,      7.901550
  4.210000e-02,      1.212513,      1.212513,      1.212513,      7.901550,      1.838985,      1.838985,      6.062566,      7.705132
  4.220000e-02,      1.220805,      1.220805,      1.220805,      7.705132,      1.601107,      1.601107,      6.104026,      7.501111
  4.230000e-02,      1.227871,      1.227871,      1.227871,      7.501111,      1.361756,      1.361756,      6.139355,      7.289686
  4.240000e-02,      1.233755,      1.233755,      1.233755,      7.289686,      1.120911,      1.120911,      6.168775,      7.071068
  4.250000e-02,      1.238453,      1.238453,      1.238453,      7.071068,      0.878805,      0.878805,      6.192263,      6.845471
  4.260000e-02,      1.241960,      1.241960,      1.241960,      6.845471,      0.635671,      0.635671,      6.209800,      6.613119
  4.270000e-02,      1.244274,      1.244274,      1.244274,      6.613119,      0.391747,      0.391747,      6.221371,      6.374240
  4.280000e-02,      1.245791,      1.245791,      1.245791,      6.374240,      0.145286,      0.145286,      6.228954,      6.129071
  4.290000e-02,      1.245707,      1.245707,      1.245707,      6.129071,     -0.099465,     -0.099465,      6.228536,      5.877853
  4.300000e-02,      1.244537,      1.244537,      1.244537,      5.877853,     -0.344831,     -0.344831,      6.222684,      5.620834
  4.310000e-02,      1.242008,      1.242008,      1.242008,      5.620834,     -0.589208,     -0.589208,      6.210042,      5.358268
  4.320000e-02,      1.238121,      1.238121,      1.238121,      5.358268,     -0.832336,     -0.832336,      6.190604,      5.090414
  4.330000e-02,      1.232874,      1.232874,      1.232874,      5.090414,     -1.073957,     -1.073957,      6.164371,      4.817537
  4.340000e-02,      1.226569,      1.226569,      1.226569,      4.817537,     -1.315306,     -1.315306,      6.132843,      4.539905
  4.350000e-02,      1.219061,      1.219061,      1.219061,      4.539905,     -1.555401,     -1.555401,      6.095306,      4.257793
  4.360000e-02,      1.210218,      1.210218,      1.210218,      4.257793,     -1.793299,     -1.793299,      6.051091,      3.971479
  4.370000e-02,      1.200338,      1.200338,      1.200338,      3.971479,     -2.030211,     -2.030211,      6.001690,      3.681246
  4.380000e-02,      1.189099,      1.189099,      1.189099,      3.681246,     -2.264248,     -2.264248,      5.945493,      3.387379
  4.390000e-02,      1.176685,      1.176685,      1.176685,      3.387379,     -2.496046,     -2.496046,      5.883425,      3.090170
  4.400000e-02,      1.163185,      1.163185,      1.163185,      3.090170,     -2.725754,     -2.725754,      5.815924,      2.789911
  4.410000e-02,      1.148780,      1.148780,      1.148780,      2.789911,     -2.953987,     -2.953987,      5.743898,      2.486899
  4.420000e-02,      1.132904,      1.132904,      1.132904,      2.486899,     -3.177621,     -3.177621,      5.664520,      2.181432
  4.430000e-02,      1.116128,      1.116128,      1.116128,      2.181432,     -3.399209,     -3.399209,      5.580642,      1.873813
  4.440000e-02,      1.097986,      1.097986,      1.097986,      1.873813,     -3.616115,     -3.616115,      5.489928,      1.564345
  4.450000e-02,      1.079068,      1.079068,      1.079068,      1.564345,     -3.830996,     -3.830996,      5.395340,      1.253332
  4.460000e-02,      1.058937,      1.058937,      1.058937,      1.253332,     -4.041353,     -4.041353,      5.294686,      0.941083
  4.470000e-02,      1.037612,      1.037612,      1.037612,      0.941083,     -4.246978,     -4.246978,      5.188061,      0.627905
  4.480000e-02,      1.015577,      1.015577,      1.015577,      0.627905,     -4.449980,     -4.449980,      5.077886,      0.314108
  4.490000e-02,      0.992390,      0.992390,      0.992390,      0.314108,     -4.647841,     -4.647841,      4.961949,     -0.000000
  4.500000e-02,      0.968073,      0.968073,      0.968073,     -0.000000,     -4.840363,     -4.840363,      4.840363,     -0.314108
  4.510000e-02,      0.942655,      0.942655,      0.942655,     -0.314108,     -5.027382,     -5.027382,      4.713274,     -0.627905
  4.520000e-02,      0.916625,      0.916625,      0.916625,     -0.627905,     -5.211030,     -5.211030,      4.583124,     -0.941083
  4.530000e-02,      0.889541,      0.889541,      0.889541,     -0.941083,     -5.388790,     -5.388790,      4.447707,     -1.253332
  4.540000e-02,      0.861435,      0.861435,      0.861435,     -1.253332,     -5.560508,     -5.560508,      4.307176,     -1.564345
  4.550000e-02,      0.832794,      0.832794,      0.832794,     -1.564345,     -5.728314,     -5.728314,      4.163969,     -1.873813
  4.560000e-02,      0.803183,      0.803183,      0.803183,     -1.873813,     -5.889727,     -5.889727,      4.015913,     -2.181432
  4.570000e-02,      0.772636,      0.772636,      0.772636,     -2.181432,     -6.044610,     -6.044610,      3.863178,     -2.486899
  4.580000e-02,      0.741635,      0.741635,      0.741635,     -2.486899,     -6.195075,     -6.195075,      3.708176,     -2.789911
